Job;Application;Sub-Application;Folder;Host;Ended Status;Start Time;End Time;Creation Date
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 10:35:00;01/09/25 10:37:36;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 07:35:00;01/09/25 07:37:31;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 10:25:00;01/09/25 10:26:28;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 06:25:00;01/09/25 06:27:22;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 08:45:00;01/09/25 08:46:31;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 12:55:00;01/09/25 12:57:33;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 12:30:00;01/09/25 12:31:41;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 10:30:00;01/09/25 10:31:17;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 07:30:00;01/09/25 07:31:38;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 16:15:00;01/09/25 16:17:16;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:10:00;01/09/25 17:11:43;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:15:00;01/09/25 17:16:35;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 13:40:00;01/09/25 13:41:40;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 15:15:00;01/09/25 15:16:20;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 13:45:00;01/09/25 13:46:34;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 06:30:00;01/09/25 06:32:23;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 07:55:00;01/09/25 07:57:13;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 15:10:00;01/09/25 15:12:40;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 13:00:00;01/09/25 13:02:13;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 07:45:00;01/09/25 07:47:32;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 08:15:00;01/09/25 08:17:23;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 07:00:00;01/09/25 07:02:14;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 13:55:00;01/09/25 13:57:33;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 12:20:00;01/09/25 12:21:39;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 06:20:01;01/09/25 06:22:17;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 08:25:00;01/09/25 08:27:34;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:30:04;01/09/25 17:31:41;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 07:15:00;01/09/25 07:16:36;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 09:35:00;01/09/25 09:36:31;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 16:55:00;01/09/25 16:56:19;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;localhost;succeed;01/09/25 08:15:00;01/09/25 08:15:31;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 18:35:00;01/09/25 18:37:32;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:45:00;01/09/25 17:46:41;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 22:55:00;01/09/25 22:57:19;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 05:00:00;02/09/25 05:02:23;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 05:05:00;02/09/25 05:07:11;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 04:55:00;02/09/25 04:57:21;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 05:10:00;02/09/25 05:12:18;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 14:50:00;01/09/25 14:51:44;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 16:35:00;01/09/25 16:36:28;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 07:40:00;01/09/25 07:41:36;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 11:40:00;01/09/25 11:41:34;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 13:10:00;01/09/25 13:11:40;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 15:05:00;01/09/25 15:06:35;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 12:35:00;01/09/25 12:37:16;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 08:10:00;01/09/25 08:12:23;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 10:15:00;01/09/25 10:16:30;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 09:00:00;01/09/25 09:01:28;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:05:00;01/09/25 17:07:34;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:20:02;01/09/25 17:22:42;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 08:40:00;01/09/25 08:41:16;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 14:25:00;01/09/25 14:26:15;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 12:45:00;01/09/25 12:47:34;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 08:55:00;01/09/25 08:56:17;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 06:45:00;01/09/25 06:46:28;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 14:55:00;01/09/25 14:56:19;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 11:50:00;01/09/25 11:51:27;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 10:05:00;01/09/25 10:06:31;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 11:25:00;01/09/25 11:27:13;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 16:40:00;01/09/25 16:41:40;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 13:50:00;01/09/25 13:52:37;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 06:15:00;01/09/25 06:16:23;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 16:50:00;01/09/25 16:51:41;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 11:55:00;01/09/25 11:56:32;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:40:00;01/09/25 17:42:41;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 09:45:00;01/09/25 09:47:32;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 08:35:00;01/09/25 08:36:29;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:50:00;01/09/25 17:51:42;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 10:00:00;01/09/25 10:02:24;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 13:15:00;01/09/25 13:16:33;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 11:35:00;01/09/25 11:36:33;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 14:10:00;01/09/25 14:11:41;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 09:10:00;01/09/25 09:12:13;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 17:25:00;01/09/25 17:27:22;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 01:25:00;02/09/25 01:27:23;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 01:30:00;02/09/25 01:32:33;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 02:05:00;02/09/25 02:07:12;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 02:30:00;02/09/25 02:32:33;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 03:55:00;02/09/25 03:56:28;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 18:20:00;01/09/25 18:21:21;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 00:50:00;02/09/25 00:52:29;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 18:25:00;01/09/25 18:26:29;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 22:40:00;01/09/25 22:42:12;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 00:20:00;02/09/25 00:22:17;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 00:15:00;02/09/25 00:16:26;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 00:05:00;02/09/25 00:07:26;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 02:25:00;02/09/25 02:26:16;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 02:35:00;02/09/25 02:37:14;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 01:40:00;02/09/25 01:42:28;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 10:20:00;01/09/25 10:22:38;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 14:45:00;01/09/25 14:46:33;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 00:40:00;02/09/25 00:42:29;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 02:45:00;02/09/25 02:46:23;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 10:50:00;01/09/25 10:51:36;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 01:50:00;02/09/25 01:51:27;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;01/09/25 09:55:00;01/09/25 09:57:12;01/09/25
ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-BANDEIRA_BI;ELO-PRD;"tags: ""srvpconnect01.elo.corp:prodcdctm""";fail;02/09/25 01:20:00;02/09/25 01:22:30;01/09/25
